function_id,function_name,source_file,loc,has_for_loop,has_while_loop,has_nested_loops,num_loops,has_list_comp,has_dict_comp,has_generator,has_numpy,has_pandas,has_torch,has_tensorflow,has_sklearn,has_string_ops,num_function_calls,num_arithmetic_ops,cyclomatic_complexity,category,source_code
huggingface__transformers__src__transformers__image_utils.py__validate_preprocess_arguments,validate_preprocess_arguments,huggingface/transformers:src/transformers/image_utils.py,50,False,False,False,0,False,False,False,True,False,True,False,False,False,6,0,7,ml,"def validate_preprocess_arguments(
    do_rescale: bool | None = None,
    rescale_factor: float | None = None,
    do_normalize: bool | None = None,
    image_mean: float | list[float] | None = None,
    image_std: float | list[float] | None = None,
    do_pad: bool | None = None,
    pad_size: dict[str, int] | int | None = None,
    do_center_crop: bool | None = None,
    crop_size: dict[str, int] | None = None,
    do_resize: bool | None = None,
    size: dict[str, int] | None = None,
    resample: Optional[""PILImageResampling""] = None,
    interpolation: Optional[""InterpolationMode""] = None,
):
    """"""
    Checks validity of typically used arguments in an `ImageProcessor` `preprocess` method.
    Raises `ValueError` if arguments incompatibility is caught.
    Many incompatibilities are model-specific. `do_pad` sometimes needs `size_divisor`,
    sometimes `size_divisibility`, and sometimes `size`. New models and processors added should follow
    existing arguments when possible.

    """"""
    if do_rescale and rescale_factor is None:
        raise ValueError(""`rescale_factor` must be specified if `do_rescale` is `True`."")

    if do_pad and pad_size is None:
        # Processors pad images using different args depending on the model, so the below check is pointless
        # but we keep it for BC for now. TODO: remove in v5
        # Usually padding can be called with:
        #   - ""pad_size/size"" if we're padding to specific values
        #   - ""size_divisor"" if we're padding to any value divisible by X
        #   - ""None"" if we're padding to the maximum size image in batch
        raise ValueError(
            ""Depending on the model, `size_divisor` or `pad_size` or `size` must be specified if `do_pad` is `True`.""
        )

    if do_normalize and (image_mean is None or image_std is None):
        raise ValueError(""`image_mean` and `image_std` must both be specified if `do_normalize` is `True`."")

    if do_center_crop and crop_size is None:
        raise ValueError(""`crop_size` must be specified if `do_center_crop` is `True`."")

    if interpolation is not None and resample is not None:
        raise ValueError(
            ""Only one of `interpolation` and `resample` should be specified, depending on image processor type.""
        )

    if do_resize and not (size is not None and (resample is not None or interpolation is not None)):
        raise ValueError(""`size` and `resample/interpolation` must be specified if `do_resize` is `True`."")"
huggingface__transformers__src__transformers__image_utils.py__validate_annotations,validate_annotations,huggingface/transformers:src/transformers/image_utils.py,23,False,False,False,0,False,False,False,True,False,True,False,False,True,5,0,6,ml,"def validate_annotations(
    annotation_format: AnnotationFormat,
    supported_annotation_formats: tuple[AnnotationFormat, ...],
    annotations: list[dict],
) -> None:
    if annotation_format not in supported_annotation_formats:
        raise ValueError(f""Unsupported annotation format: {format} must be one of {supported_annotation_formats}"")

    if annotation_format is AnnotationFormat.COCO_DETECTION:
        if not valid_coco_detection_annotations(annotations):
            raise ValueError(
                ""Invalid COCO detection annotations. Annotations must a dict (single image) or list of dicts ""
                ""(batch of images) with the following keys: `image_id` and `annotations`, with the latter ""
                ""being a list of annotations in the COCO format.""
            )

    if annotation_format is AnnotationFormat.COCO_PANOPTIC:
        if not valid_coco_panoptic_annotations(annotations):
            raise ValueError(
                ""Invalid COCO panoptic annotations. Annotations must a dict (single image) or list of dicts ""
                ""(batch of images) with the following keys: `image_id`, `file_name` and `segments_info`, with ""
                ""the latter being a list of annotations in the COCO format.""
            )"
huggingface__transformers__src__transformers__initialization.py__kaiming_uniform_,kaiming_uniform_,huggingface/transformers:src/transformers/initialization.py,12,False,False,False,0,False,False,False,False,False,True,False,False,False,2,0,2,ml,"def kaiming_uniform_(
    tensor: torch.Tensor,
    a: float = 0,
    mode: str = ""fan_in"",
    nonlinearity: str = ""leaky_relu"",
    generator: torch.Generator | None = None,
) -> torch.Tensor:
    if not getattr(tensor, ""_is_hf_initialized"", False):
        return TORCH_INIT_FUNCTIONS[""kaiming_uniform_""](
            tensor, a=a, mode=mode, nonlinearity=nonlinearity, generator=generator
        )
    return tensor"
huggingface__transformers__src__transformers__initialization.py__kaiming_normal_,kaiming_normal_,huggingface/transformers:src/transformers/initialization.py,12,False,False,False,0,False,False,False,False,False,True,False,False,False,2,0,2,ml,"def kaiming_normal_(
    tensor: torch.Tensor,
    a: float = 0,
    mode: str = ""fan_in"",
    nonlinearity: str = ""leaky_relu"",
    generator: torch.Generator | None = None,
) -> torch.Tensor:
    if not getattr(tensor, ""_is_hf_initialized"", False):
        return TORCH_INIT_FUNCTIONS[""kaiming_normal_""](
            tensor, a=a, mode=mode, nonlinearity=nonlinearity, generator=generator
        )
    return tensor"
huggingface__transformers__src__transformers__initialization.py__trunc_normal_,trunc_normal_,huggingface/transformers:src/transformers/initialization.py,11,False,False,False,0,False,False,False,False,False,True,False,False,False,2,0,2,ml,"def trunc_normal_(
    tensor: torch.Tensor,
    mean: float = 0.0,
    std: float = 1.0,
    a: float = -2.0,
    b: float = 2.0,
    generator: torch.Generator | None = None,
) -> torch.Tensor:
    if not getattr(tensor, ""_is_hf_initialized"", False):
        return TORCH_INIT_FUNCTIONS[""trunc_normal_""](tensor, mean=mean, std=std, a=a, b=b, generator=generator)
    return tensor"
huggingface__transformers__src__transformers__initialization.py__guard_torch_init_functions,guard_torch_init_functions,huggingface/transformers:src/transformers/initialization.py,24,True,False,True,4,False,False,False,False,False,True,False,False,False,9,0,7,ml,"def guard_torch_init_functions():
    """"""
    Guard the `torch.nn.init` primitive functions to behave exactly like the functions in this file, i.e. be
    protected against the `_is_hf_initialized` flag to avoid re-init if the param was already loaded.

    Usually, all models are using the init from `transformers` which are already guarded, but just to make extra sure
    and for remote code, we also use this context manager.
    """"""
    originals = defaultdict(dict)
    try:
        # Replace all torch funcs by the ones in this file
        for module_name in TORCH_MODULES_TO_PATCH:
            if module_name in sys.modules:
                module = sys.modules[module_name]
                for func_name in TORCH_INIT_FUNCTIONS.keys():
                    if hasattr(module, func_name):
                        originals[module][func_name] = getattr(module, func_name)
                        setattr(module, func_name, globals()[func_name])
        yield
    finally:
        # Set back the original functions on all modules
        for module, functions in originals.items():
            for func_name, func in functions.items():
                setattr(module, func_name, func)"
huggingface__transformers__src__transformers__initialization.py__no_init_weights,no_init_weights,huggingface/transformers:src/transformers/initialization.py,34,True,False,True,4,False,False,False,False,False,True,False,False,False,8,0,7,ml,"def no_init_weights():
    """"""
    Disable weight initialization both at the torch-level, and at the transformers-level (`init_weights`).
    This is used to speed-up initializing an empty model with deepspeed, as we do not initialize the model on meta device
    with deepspeed, but we still don't need to run expensive weight initializations as we are loading params afterwards.
    """"""
    from .modeling_utils import PreTrainedModel

    def empty_func(*args, **kwargs):
        pass

    originals = defaultdict(dict)
    try:
        # Replace all torch funcs by empty ones
        for module_name in TORCH_MODULES_TO_PATCH:
            if module_name in sys.modules:
                module = sys.modules[module_name]
                for func_name in TORCH_INIT_FUNCTIONS.keys():
                    if hasattr(module, func_name):
                        originals[module][func_name] = getattr(module, func_name)
                        setattr(module, func_name, empty_func)

        # Also patch our own `init_weights`
        original_init_weights = PreTrainedModel.init_weights
        PreTrainedModel.init_weights = empty_func

        yield
    finally:
        # Set back the original torch functions on all modules
        for module, functions in originals.items():
            for func_name, func in functions.items():
                setattr(module, func_name, func)
        # Set back `init_weights`
        PreTrainedModel.init_weights = original_init_weights"
huggingface__transformers__src__transformers__integrations__accelerate.py__get_module_size_with_ties,get_module_size_with_ties,huggingface/transformers:src/transformers/integrations/accelerate.py,34,True,False,False,2,True,False,False,False,False,True,False,False,False,6,2,5,ml,"def get_module_size_with_ties(
    tied_params,
    module_size,
    module_sizes,
    modules_to_treat,
) -> tuple[int, list[str], list[nn.Module]]:
    """"""
    Calculate the total size of a module, including its tied parameters.

    Args:
        tied_params (`List[str]`): The list of tied parameters.
        module_size (`int`): The size of the module without tied parameters.
        module_sizes (`Dict[str, int]`): A dictionary mapping each layer name to its size.
        modules_to_treat (`List[Tuple[str, nn.Module]]`): The list of named modules to treat.

    Returns:
        `Tuple[int, List[str], List[nn.Module]]`: The total size of the module, the names of the tied modules, and the
        tied modules.
    """"""
    if len(tied_params) < 1:
        return module_size, [], []
    tied_module_names = []
    tied_modules = []

    for tied_param in tied_params:
        tied_module_index = [i for i, (n, _) in enumerate(modules_to_treat) if tied_param.startswith(n + ""."")][0]
        tied_module_names.append(modules_to_treat[tied_module_index][0])
        tied_modules.append(modules_to_treat[tied_module_index][1])

    module_size_with_ties = module_size
    for tied_param, tied_module_name in zip(tied_params, tied_module_names):
        module_size_with_ties += module_sizes[tied_module_name] - module_sizes[tied_param]

    return module_size_with_ties, tied_module_names, tied_modules"
huggingface__transformers__src__transformers__integrations__accelerate.py__check_and_set_device_map,check_and_set_device_map,huggingface/transformers:src/transformers/integrations/accelerate.py,46,False,False,False,0,False,False,False,False,False,True,False,False,True,16,0,12,ml,"def check_and_set_device_map(device_map: ""torch.device | int | str | dict | None"") -> dict | str | None:
    from ..modeling_utils import get_torch_context_manager_or_global_device

    # Potentially detect context manager or global device, and use it (only if no device_map was provided)
    if device_map is None and not is_deepspeed_zero3_enabled():
        device_in_context = get_torch_context_manager_or_global_device()
        if device_in_context == torch.device(""meta""):
            raise RuntimeError(
                ""You are using `from_pretrained` with a meta device context manager or `torch.set_default_device('meta')`.\n""
                ""This is an anti-pattern as `from_pretrained` wants to load existing weights.\nIf you want to initialize an ""
                ""empty model on the meta device, use the context manager or global device with `from_config`, or `ModelClass(config)`""
            )
        device_map = device_in_context

    # change device_map into a map if we passed an int, a str or a torch.device
    if isinstance(device_map, torch.device):
        device_map = {"""": device_map}
    elif isinstance(device_map, str) and device_map not in [""auto"", ""balanced"", ""balanced_low_0"", ""sequential""]:
        try:
            if device_map == ""cuda"":
                # setting to the local rank
                local_rank = int(os.environ.get(""LOCAL_RANK"", 0))
                device_map = f""cuda:{local_rank}""
            device_map = {"""": torch.device(device_map)}
        except RuntimeError:
            raise ValueError(
                ""When passing device_map as a string, the value needs to be a device name (e.g. cpu, cuda:0) or ""
                f""'auto', 'balanced', 'balanced_low_0', 'sequential' but found {device_map}.""
            )
    elif isinstance(device_map, int):
        if device_map < 0:
            raise ValueError(
                ""You can't pass device_map as a negative int. If you want to put the model on the cpu, pass device_map = 'cpu' ""
            )
        else:
            device_map = {"""": device_map}

    if device_map is not None:
        if is_deepspeed_zero3_enabled():
            raise ValueError(""DeepSpeed Zero-3 is not compatible with passing a `device_map`."")
        if not is_accelerate_available():
            raise ValueError(
                ""Using a `device_map`, `tp_plan`, `torch.device` context manager or setting `torch.set_default_device(device)` ""
                ""requires `accelerate`. You can install it with `pip install accelerate`""
            )
    return device_map"
huggingface__transformers__src__transformers__integrations__accelerate.py__compute_module_sizes,compute_module_sizes,huggingface/transformers:src/transformers/integrations/accelerate.py,48,True,False,True,2,False,False,False,False,False,True,False,False,True,16,1,8,ml,"def compute_module_sizes(
    model: ""PreTrainedModel"",
    hf_quantizer: ""HfQuantizer | None"" = None,
    buffers_only: bool = False,
    only_modules: bool = True,
) -> tuple[dict[str, int], dict[str, int]]:
    """"""
    Compute the size of each submodule of a given model (in bytes).
    Returns a tuple of 2 dicts, the fist one containing a mapping of all the modules and the corresponding size
    in bytes, and the 2nd one containing a mapping from all leaf modules (modules containing parameters, the end of
    the model graph) and the corresponding sizes.
    If `only_modules` is set to False, the first mapping will not only contain the size of all modules, but also
    the size of all parameters and buffers.
    """"""
    all_module_sizes = defaultdict(int)
    leaves_module_sizes = defaultdict(int)

    if buffers_only:
        iterator = model.named_buffers()
    else:
        # We need parameters + buffers here, as state_dict does not count non-persistent buffers which are taking space
        def all_tensors():
            yield from model.named_parameters()
            yield from model.named_buffers()

        iterator = all_tensors()

    tied_keys = getattr(model, ""all_tied_weights_keys"", {}).keys()
    for name, param in iterator:
        # Do not count tied keys (the model is usually not tied yet here, so they will appear in the iterator)
        # If the model is already tied, then they simply do not appear in the iterator anyway (remove_duplicates=True by default)
        if name in tied_keys:
            continue
        if hf_quantizer is not None:
            dtype_size = hf_quantizer.param_element_size(model, name, param)
        else:
            dtype_size = param.element_size()
        size = param.numel() * dtype_size
        name_parts = name.split(""."")
        for idx in range(len(name_parts)):
            all_module_sizes[""."".join(name_parts[:idx])] += size
        if ""."" in name:
            leaves_module_sizes[name.rsplit(""."", 1)[0]] += size
        # If we want to also have the full leaves in `all_module_sizes`
        if not only_modules:
            all_module_sizes[name] += size

    return all_module_sizes, leaves_module_sizes"
huggingface__transformers__src__transformers__integrations__accelerate.py__get_balanced_memory,get_balanced_memory,huggingface/transformers:src/transformers/integrations/accelerate.py,103,True,False,False,3,True,False,True,False,False,True,False,False,True,34,5,21,ml,"def get_balanced_memory(
    model: ""PreTrainedModel"",
    max_memory: dict[int | str, int | str] | None = None,
    no_split_module_classes: set[str] | None = None,
    hf_quantizer: ""HfQuantizer | None"" = None,
    low_zero: bool = False,
):
    """"""
    Compute a `max_memory` dictionary for [`infer_auto_device_map`] that will balance the use of each available GPU.

    <Tip>

    All computation is done analyzing sizes and dtypes of the model parameters. As a result, the model can be on the
    meta device (as it would if initialized within the `init_empty_weights` context manager).

    </Tip>

    Args:
        model (`PreTrainedModel`):
            The model to analyze.
        max_memory (`Dict`, *optional*):
            A dictionary device identifier to maximum memory. Will default to the maximum memory available if unset.
            Example: `max_memory={0: ""1GB""}`.
        no_split_module_classes (`set[str]`, *optional*):
            A set of layer class names that should never be split across device (for instance any layer that has a
            residual connection).
        hf_quantizer (`HfQuantizer`, *optional*):
            A quantizer for the model.
        low_zero (`bool`, *optional*):
            Minimizes the number of weights on GPU 0, which is convenient when it's used for other operations (like the
            Transformers generate function).
    """"""
    # Get default / clean up max_memory
    user_not_set_max_memory = max_memory is None
    max_memory = get_max_memory(max_memory)
    # Check the number of accelerators available
    accelerator_max_memory = copy.deepcopy(max_memory)
    _, _ = accelerator_max_memory.pop(""cpu"", None), accelerator_max_memory.pop(""disk"", None)
    num_devices = len([d for d in accelerator_max_memory if accelerator_max_memory[d] > 0])

    if num_devices == 0:
        return max_memory

    if num_devices == 1:
        # We cannot do low_zero on just one GPU, but we will still reserve some memory for the buffer
        low_zero = False
        # If user just asked us to handle memory usage, we should avoid OOM
        if user_not_set_max_memory:
            for key in max_memory.keys():
                if isinstance(key, int):
                    max_memory[key] *= 0.9  # 90% is a good compromise
                    logger.info(
                        f""We will use 90% of the memory on device {key} for storing the model, and 10% for the buffer to avoid OOM. ""
                        ""You can set `max_memory` in to a higher value to use more memory (at your own risk).""
                    )
                    break  # only one device

    module_sizes, leave_modules_sizes = compute_module_sizes(model, hf_quantizer)
    per_gpu = module_sizes[""""] // (num_devices - 1 if low_zero else num_devices)

    # We can't just set the memory to model_size // num_devices as it will end being too small: each GPU will get
    # slightly less layers and some layers will end up offload at the end. So this function computes a buffer size to
    # add which is the biggest of:
    # - the size of no split block (if applicable)
    # - the mean of the layer sizes
    if no_split_module_classes is None:
        no_split_module_classes = []
    elif not isinstance(no_split_module_classes, (list, tuple, set)):
        no_split_module_classes = [no_split_module_classes]

    # Identify the size of the no_split_block modules
    buffer = 0
    if len(no_split_module_classes) > 0:
        no_split_children = {}
        for name, size in module_sizes.items():
            if name == """":
                continue
            submodule = model.get_submodule(name)
            class_name = submodule.__class__.__name__
            if class_name in no_split_module_classes and class_name not in no_split_children:
                no_split_children[class_name] = size

            if set(no_split_children.keys()) == set(no_split_module_classes):
                break
        buffer = max(no_split_children.values()) if len(no_split_children) > 0 else 0

    mean_leaves = int(sum(leave_modules_sizes.values()) / max(len(leave_modules_sizes), 1))
    buffer = int(1.25 * max(buffer, mean_leaves))
    per_gpu += buffer

    # Sorted list of GPUs id (we may have some gpu ids not included in the our max_memory list - let's ignore them)
    gpus_idx_list = sorted(
        device_id for device_id, device_mem in max_memory.items() if isinstance(device_id, int) and device_mem > 0
    )
    # The last device is left with max_memory just in case the buffer is not enough.
    for idx in gpus_idx_list[:-1]:
        max_memory[idx] = min(max_memory[0] if low_zero and idx == 0 else per_gpu, max_memory[idx])

    if low_zero:
        min_zero = max(0, module_sizes[""""] - sum([max_memory[i] for i in range(1, num_devices)]))
        max_memory[0] = min(min_zero, max_memory[0])

    return max_memory"
huggingface__transformers__src__transformers__integrations__accelerate.py__accelerate_dispatch,accelerate_dispatch,huggingface/transformers:src/transformers/integrations/accelerate.py,26,False,False,False,0,False,False,False,False,False,True,False,False,False,8,0,5,ml,"def accelerate_dispatch(model, hf_quantizer, device_map, offload_folder, offload_index, offload_buffers):
    device_map_kwargs = {
        ""device_map"": device_map,
        ""offload_dir"": offload_folder,
        ""offload_index"": offload_index,
        ""offload_buffers"": offload_buffers,
    }
    if ""skip_keys"" in inspect.signature(dispatch_model).parameters:
        device_map_kwargs[""skip_keys""] = model._skip_keys_device_placement
    # For HQQ method we force-set the hooks for single GPU envs
    if (
        ""force_hooks"" in inspect.signature(dispatch_model).parameters
        and hf_quantizer is not None
        and hf_quantizer.quantization_config.quant_method == QuantizationMethod.HQQ
    ):
        device_map_kwargs[""force_hooks""] = True
    if (
        hf_quantizer is not None
        and hf_quantizer.quantization_config.quant_method == QuantizationMethod.FBGEMM_FP8
        and isinstance(device_map, dict)
        and (""cpu"" in device_map.values() or ""disk"" in device_map.values())
    ):
        device_map_kwargs[""offload_buffers""] = True

    if not is_fsdp_enabled() and not is_deepspeed_zero3_enabled():
        dispatch_model(model, **device_map_kwargs)"
huggingface__transformers__src__transformers__integrations__accelerate.py__expand_device_map,expand_device_map,huggingface/transformers:src/transformers/integrations/accelerate.py,17,True,False,False,1,False,False,True,False,False,True,False,False,True,10,0,5,ml,"def expand_device_map(device_map: dict | None, param_names: list[str]):
    """"""
    Expand a device map to return the correspondence parameter name to device.
    """"""
    if device_map is None:
        return dict.fromkeys(param_names, ""cpu"")

    # Here, we first sort by number of submodules, then length of the full string, to make sure to match correctly
    device_map_regex = re.compile(
        ""|"".join(rf""({k})"" for k in sorted(device_map.keys(), key=lambda x: (x.count("".""), len(x)), reverse=True))
    )
    new_device_map = {}
    for param in param_names:
        device_match = device_map_regex.match(param)
        new_device_map[param] = device_map[device_match.group()] if device_match else device_map.get("""", ""cpu"")

    return new_device_map"
huggingface__transformers__src__transformers__integrations__accelerate.py__accelerate_disk_offload,accelerate_disk_offload,huggingface/transformers:src/transformers/integrations/accelerate.py,58,False,False,False,0,True,True,False,False,False,True,False,False,True,17,0,10,ml,"def accelerate_disk_offload(
    model: ""PreTrainedModel"",
    disk_offload_folder: str | None,
    checkpoint_files: list[str] | None,
    device_map: dict,
    sharded_metadata: dict | None,
    dtype: torch.dtype | None,
    weight_mapping=None,
):
    """"""
    Prepare the `disk_offload_index` that will be used for reading offloaded parameters. If reading from a safetensors
    file, parameters which do not need any special WeightConverter operation during loading (i.e. they are used as-is, or only
    renamed) will be mapped to where they already reside on disk. Otherwise, the parameters will be resaved inside
    `disk_offload_folder` during loading.
    """"""
    from ..core_model_loading import WeightRenaming, rename_source_key

    if disk_offload_folder is not None:
        os.makedirs(disk_offload_folder, exist_ok=True)
    is_offloaded_safetensors = checkpoint_files is not None and checkpoint_files[0].endswith("".safetensors"")

    renamings = []
    if weight_mapping is not None:
        renamings = [entry for entry in weight_mapping if isinstance(entry, WeightRenaming)]

    # In this case, the offload index is simply the existing safetensors (except if using custom weight loading
    # Operation, e.g. the MoE models, where we need to resave the weights that were changed at loading time)
    if is_offloaded_safetensors:
        meta_state_dict = model.state_dict()
        param_device_map = expand_device_map(device_map, meta_state_dict.keys())
        str_dtype = str(dtype).replace(""torch."", """") if dtype is not None else ""float32""
        if sharded_metadata is None:
            weight_map = dict.fromkeys(safe_open(checkpoint_files[0], framework=""pt"").keys(), checkpoint_files[0])
        else:
            folder = os.path.sep.join(checkpoint_files[0].split(os.path.sep)[:-1])
            weight_map = {k: os.path.join(folder, v) for k, v in sharded_metadata[""weight_map""].items()}

        # Update the weight names according to the `weight_mapping`
        weight_renaming_map = {
            rename_source_key(k, renamings, [], model.base_model_prefix, meta_state_dict)[0]: k for k in weight_map
        }

        # Prepare the index using existing safetensors files
        disk_offload_index = {
            target_name: {
                ""safetensors_file"": weight_map[source_name],
                ""weight_name"": source_name,
                ""dtype"": str_dtype,
            }
            for target_name, source_name in weight_renaming_map.items()
            # Need to check if it's in the mapping in case of unexpected keys that would result in KeyError (we skip them)
            if target_name in param_device_map and param_device_map[target_name] == ""disk""
        }
    # In this case we will resave every offloaded weight
    else:
        disk_offload_index = {}

    return disk_offload_index"
huggingface__transformers__src__transformers__integrations__accelerate.py__offload_weight,offload_weight,huggingface/transformers:src/transformers/integrations/accelerate.py,18,False,False,False,0,False,False,False,False,False,True,False,False,True,5,0,2,ml,"def offload_weight(weight: torch.Tensor, weight_name: str, offload_folder: str | None, offload_index: dict) -> dict:
    """"""Write `weight` to disk inside `offload_folder`, and update `offload_index` accordingly. Everything is
    saved in `safetensors` format.""""""

    if offload_folder is None:
        raise ValueError(
            ""The current `device_map` had weights offloaded to the disk, which needed to be re-saved. This is either ""
            ""because the weights are not in `safetensors` format, or because the model uses an internal weight format ""
            ""different than the one saved (i.e. most MoE models). Please provide an `offload_folder` for them in ""
            ""`from_pretrained`.""
        )
    # Write the weight to disk
    safetensor_file = os.path.join(offload_folder, f""{weight_name}.safetensors"")
    save_file({weight_name: weight}, safetensor_file)
    # Update the offloading index
    str_dtype = str(weight.dtype).replace(""torch."", """")
    offload_index[weight_name] = {""safetensors_file"": safetensor_file, ""weight_name"": weight_name, ""dtype"": str_dtype}
    return offload_index"
huggingface__transformers__src__transformers__integrations__accelerate.py__load_offloaded_parameter,load_offloaded_parameter,huggingface/transformers:src/transformers/integrations/accelerate.py,24,True,False,False,1,True,False,False,False,False,True,False,False,True,8,1,5,ml,"def load_offloaded_parameter(model: ""PreTrainedModel"", param_name: str) -> torch.Tensor:
    """"""Load `param_name` from disk, if it was offloaded due to the device_map, and thus lives as a meta parameter
    inside `model`.
    This is needed when resaving a model, when some parameters were offloaded (we need to load them from disk, to
    then resave them to disk in the correct shard...).""""""
    # Start from the most inner module, and try to find the hook that was used for offloading the param
    module_parts = param_name.split(""."")
    modules_to_check = [""."".join(module_parts[:-idx]) for idx in range(1, len(module_parts))] + [""""]
    for parent_name in modules_to_check:
        parent = model.get_submodule(parent_name)
        if hasattr(parent, ""_hf_hook""):
            weights_map = parent._hf_hook.weights_map
            truncated_param_name = param_name.replace(f""{parent_name}."" if parent_name != """" else parent_name, """")
            break
    # If we did not break the loop, something is wrong
    else:
        raise ValueError(
            f""{param_name} is on the meta device because it was offloaded, but we could not find ""
            ""the corresponding hook for it""
        )

    # This call loads it from disk
    tensor = weights_map[truncated_param_name]
    return tensor"
huggingface__transformers__src__transformers__integrations__accelerate.py__check_tied_parameters_on_same_device,check_tied_parameters_on_same_device,huggingface/transformers:src/transformers/integrations/accelerate.py,21,True,False,True,2,False,False,False,False,False,True,False,False,True,5,0,4,ml,"def check_tied_parameters_on_same_device(tied_params, device_map):
    """"""
    Check if tied parameters are on the same device

    Args:
        tied_params (`List[List[str]]`):
            A list of lists of parameter names being all tied together.

        device_map (`Dict[str, Union[int, str, torch.device]]`):
            A map that specifies where each submodule should go.

    """"""
    for tie_param in tied_params:
        tie_param_devices = {}
        for param in tie_param:
            tie_param_devices[param] = _get_param_device(param, device_map)
        if len(set(tie_param_devices.values())) > 1:
            logger.warning(
                f""Tied parameters are on different devices: {tie_param_devices}. ""
                ""Please modify your custom device map or set `device_map='auto'`. ""
            )"
huggingface__transformers__src__transformers__integrations__aqlm.py__replace_with_aqlm_linear,replace_with_aqlm_linear,huggingface/transformers:src/transformers/integrations/aqlm.py,44,True,False,False,1,False,False,False,False,False,True,False,False,False,9,0,6,ml,"def replace_with_aqlm_linear(model, modules_to_not_convert: list[str] | None = None, quantization_config=None):
    """"""
    Public method that recursively replaces the Linear layers of the given model with AQLM quantized layers.

    Args:
        model (`torch.nn.Module`):
            The model to convert, can be any `torch.nn.Module` instance.
        modules_to_not_convert (`list[str]`, *optional*, defaults to `None`):
            A list of nn.Linear weights to not convert. If a parameter path is in the list (e.g. `lm_head.weight`), the corresponding module will not be
            converted.
        quantization_config (`AqlmConfig`):
            The quantization config object that contains the quantization parameters.
    """"""
    from aqlm import QuantizedLinear

    has_been_replaced = False
    # we need this to correctly materialize the weights during quantization
    for module_name, module in model.named_modules():
        if not should_convert_module(module_name, modules_to_not_convert):
            continue
        with torch.device(""meta""):
            if isinstance(module, nn.Linear):
                new_module = QuantizedLinear(
                    module.in_features,
                    module.out_features,
                    bias=module.bias is not None,
                    in_group_size=quantization_config.in_group_size,
                    out_group_size=quantization_config.out_group_size,
                    num_codebooks=quantization_config.num_codebooks,
                    nbits_per_codebook=quantization_config.nbits_per_codebook,
                )
                new_module.source_cls = type(module)
                new_module.requires_grad_(False)
                model.set_submodule(module_name, new_module)
                has_been_replaced = True

    if not has_been_replaced:
        logger.warning(
            ""You are loading your model using eetq but no linear modules were found in your model.""
            "" Please double check your model architecture, or submit an issue on github if you think this is""
            "" a bug.""
        )

    return model"
huggingface__transformers__src__transformers__integrations__awq.py__replace_quantization_scales,replace_quantization_scales,huggingface/transformers:src/transformers/integrations/awq.py,15,True,False,False,1,False,False,False,False,False,True,False,False,False,6,0,4,ml,"def replace_quantization_scales(model, model_type):
    from gptqmodel.quantization.awq.modules.act import ScaledActivation

    if model_type not in AWQ_SCALES_MAPPINGS:
        return model
    for name, module in model.named_children():
        act_name = AWQ_SCALES_MAPPINGS[model_type][""act""]
        layer_before_act_name = AWQ_SCALES_MAPPINGS[model_type][""layer_before_act""]
        if name == act_name and hasattr(model, layer_before_act_name):
            layer_before_act = getattr(model, AWQ_SCALES_MAPPINGS[model_type][""layer_before_act""])
            size = layer_before_act.out_features
            scale_like = torch.ones(size)
            model._modules[name] = ScaledActivation(module, scale_like)
        _ = replace_quantization_scales(module, model_type)
    return model"
huggingface__transformers__src__transformers__integrations__awq.py__replace_with_awq_linear,replace_with_awq_linear,huggingface/transformers:src/transformers/integrations/awq.py,64,True,False,False,1,False,False,False,False,False,True,False,False,False,9,0,6,ml,"def replace_with_awq_linear(
    model,
    modules_to_not_convert=None,
    quantization_config=None,
    device_map: str | dict | None = None,
) -> bool:
    """"""
    Public method that replaces the linear layers of the given model with awq quantized layers.

    Args:
        model (`torch.nn.Module`):
            The model to convert, can be any `torch.nn.Module` instance.
        quantization_config (`AwqConfig`):
            The quantization config object that contains the quantization parameters.
        modules_to_not_convert (`list[str]`, *optional*, defaults to `None`):
            A list of nn.Linear weights to not convert. If a parameter path is in the list (e.g. `lm_head.weight`), the corresponding module will not be
            converted.
        device_map (`Union[str, dict]`, *optional*, defaults to `None`):
            The device map that maps the parameters to the device
    """"""
    from gptqmodel.quantization import METHOD
    from gptqmodel.utils.importer import hf_select_quant_linear_v2

    target_cls = hf_select_quant_linear_v2(
        bits=quantization_config.bits,
        group_size=quantization_config.group_size,
        desc_act=False,
        sym=False,
        format=quantization_config.format,
        backend=quantization_config.backend,
        device_map=device_map,
        quant_method=METHOD.AWQ,
        zero_point=quantization_config.zero_point,
        pack=False,
    )

    for module_name, module in model.named_modules():
        if not should_convert_module(module_name, modules_to_not_convert):
            continue
        with torch.device(""meta""):
            if isinstance(module, nn.Linear):
                new_module = target_cls(
                    bits=quantization_config.bits,
                    sym=quantization_config.sym,
                    desc_act=quantization_config.desc_act,
                    group_size=quantization_config.group_size,
                    in_features=module.in_features,
                    out_features=module.out_features,
                    bias=module.bias is not None,
                    dev=module.weight.device,
                    register_buffers=True,
                )
                new_module.requires_grad_(False)
                model.set_submodule(module_name, new_module)
                has_been_replaced = True

    if not has_been_replaced:
        logger.warning(
            ""You are loading your model using eetq but no linear modules were found in your model.""
            "" Please double check your model architecture, or submit an issue on github if you think this is""
            "" a bug.""
        )

    return model"
